idempresa,empresa,direccion,localidad,provincia,idproducto,producto,idtipohorario,tipohorario,precio,fecha_vigencia,idempresabandera,empresabandera,latitud,longitud,geojson
1284,25 DE MAYO SRL (EESS),25 DE MAYO 675,VILLA MERCEDES,SAN LUIS,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,839.0,2024-02-01 00:00:00,2,YPF,-33.67954,-65.46988,"{""type"":""Point"",""coordinates"":[-65.46988,-33.67954]}"
1284,25 DE MAYO SRL (EESS),25 DE MAYO 675,VILLA MERCEDES,SAN LUIS,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,839.0,2024-02-01 00:00:00,2,YPF,-33.67954,-65.46988,"{""type"":""Point"",""coordinates"":[-65.46988,-33.67954]}"
1284,25 DE MAYO SRL (EESS),25 DE MAYO 675,VILLA MERCEDES,SAN LUIS,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,944.0,2024-04-01 00:00:00,2,YPF,-33.67954,-65.46988,"{""type"":""Point"",""coordinates"":[-65.46988,-33.67954]}"
1284,25 DE MAYO SRL (EESS),25 DE MAYO 675,VILLA MERCEDES,SAN LUIS,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,944.0,2024-04-01 00:00:00,2,YPF,-33.67954,-65.46988,"{""type"":""Point"",""coordinates"":[-65.46988,-33.67954]}"
1284,25 DE MAYO SRL (EESS),25 DE MAYO 675,VILLA MERCEDES,SAN LUIS,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,982.0,2024-05-01 00:00:00,2,YPF,-33.67954,-65.46988,"{""type"":""Point"",""coordinates"":[-65.46988,-33.67954]}"
1284,25 DE MAYO SRL (EESS),25 DE MAYO 675,VILLA MERCEDES,SAN LUIS,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,982.0,2024-05-01 00:00:00,2,YPF,-33.67954,-65.46988,"{""type"":""Point"",""coordinates"":[-65.46988,-33.67954]}"
1284,25 DE MAYO SRL (EESS),25 DE MAYO 675,VILLA MERCEDES,SAN LUIS,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1022.0,2024-06-01 00:00:00,2,YPF,-33.67954,-65.46988,"{""type"":""Point"",""coordinates"":[-65.46988,-33.67954]}"
1284,25 DE MAYO SRL (EESS),25 DE MAYO 675,VILLA MERCEDES,SAN LUIS,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1022.0,2024-06-01 00:00:00,2,YPF,-33.67954,-65.46988,"{""type"":""Point"",""coordinates"":[-65.46988,-33.67954]}"
1284,25 DE MAYO SRL (EESS),25 DE MAYO 675,VILLA MERCEDES,SAN LUIS,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1053.0,2024-07-01 00:00:00,2,YPF,-33.67954,-65.46988,"{""type"":""Point"",""coordinates"":[-65.46988,-33.67954]}"
1284,25 DE MAYO SRL (EESS),25 DE MAYO 675,VILLA MERCEDES,SAN LUIS,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1053.0,2024-07-01 00:00:00,2,YPF,-33.67954,-65.46988,"{""type"":""Point"",""coordinates"":[-65.46988,-33.67954]}"
1284,25 DE MAYO SRL (EESS),25 DE MAYO 675,VILLA MERCEDES,SAN LUIS,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,902.0,2024-03-02 00:00:00,2,YPF,-33.67954,-65.46988,"{""type"":""Point"",""coordinates"":[-65.46988,-33.67954]}"
1284,25 DE MAYO SRL (EESS),25 DE MAYO 675,VILLA MERCEDES,SAN LUIS,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,902.0,2024-03-02 00:00:00,2,YPF,-33.67954,-65.46988,"{""type"":""Point"",""coordinates"":[-65.46988,-33.67954]}"
1284,25 DE MAYO SRL (EESS),25 DE MAYO 675,VILLA MERCEDES,SAN LUIS,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,788.0,2024-01-03 09:00:00,2,YPF,-33.67954,-65.46988,"{""type"":""Point"",""coordinates"":[-65.46988,-33.67954]}"
1284,25 DE MAYO SRL (EESS),25 DE MAYO 675,VILLA MERCEDES,SAN LUIS,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,788.0,2024-01-03 09:00:00,2,YPF,-33.67954,-65.46988,"{""type"":""Point"",""coordinates"":[-65.46988,-33.67954]}"
1284,25 DE MAYO SRL (EESS),25 DE MAYO 675,VILLA MERCEDES,SAN LUIS,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,625.0,2023-12-13 22:00:00,2,YPF,-33.67954,-65.46988,"{""type"":""Point"",""coordinates"":[-65.46988,-33.67954]}"
1284,25 DE MAYO SRL (EESS),25 DE MAYO 675,VILLA MERCEDES,SAN LUIS,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,625.0,2023-12-13 22:00:00,2,YPF,-33.67954,-65.46988,"{""type"":""Point"",""coordinates"":[-65.46988,-33.67954]}"
10832,3GEN S.A,HIPOLITO YRIGOYEN 396,COMODORO RIVADAVIA,CHUBUT,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,638.0,2024-02-01 00:00:00,2,YPF,-45.864581,-67.479646,"{""type"":""Point"",""coordinates"":[-67.479646,-45.864581]}"
10832,3GEN S.A,HIPOLITO YRIGOYEN 396,COMODORO RIVADAVIA,CHUBUT,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,638.0,2024-02-01 00:00:00,2,YPF,-45.864581,-67.479646,"{""type"":""Point"",""coordinates"":[-67.479646,-45.864581]}"
10832,3GEN S.A,HIPOLITO YRIGOYEN 396,COMODORO RIVADAVIA,CHUBUT,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,718.0,2024-04-01 00:00:00,2,YPF,-45.864581,-67.479646,"{""type"":""Point"",""coordinates"":[-67.479646,-45.864581]}"
10832,3GEN S.A,HIPOLITO YRIGOYEN 396,COMODORO RIVADAVIA,CHUBUT,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,718.0,2024-04-01 00:00:00,2,YPF,-45.864581,-67.479646,"{""type"":""Point"",""coordinates"":[-67.479646,-45.864581]}"
10832,3GEN S.A,HIPOLITO YRIGOYEN 396,COMODORO RIVADAVIA,CHUBUT,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,747.0,2024-05-01 00:00:00,2,YPF,-45.864581,-67.479646,"{""type"":""Point"",""coordinates"":[-67.479646,-45.864581]}"
10832,3GEN S.A,HIPOLITO YRIGOYEN 396,COMODORO RIVADAVIA,CHUBUT,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,747.0,2024-05-01 00:00:00,2,YPF,-45.864581,-67.479646,"{""type"":""Point"",""coordinates"":[-67.479646,-45.864581]}"
10832,3GEN S.A,HIPOLITO YRIGOYEN 396,COMODORO RIVADAVIA,CHUBUT,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,777.0,2024-06-01 00:00:00,2,YPF,-45.864581,-67.479646,"{""type"":""Point"",""coordinates"":[-67.479646,-45.864581]}"
10832,3GEN S.A,HIPOLITO YRIGOYEN 396,COMODORO RIVADAVIA,CHUBUT,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,777.0,2024-06-01 00:00:00,2,YPF,-45.864581,-67.479646,"{""type"":""Point"",""coordinates"":[-67.479646,-45.864581]}"
10832,3GEN S.A,HIPOLITO YRIGOYEN 396,COMODORO RIVADAVIA,CHUBUT,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,800.0,2024-07-01 00:00:00,2,YPF,-45.864581,-67.479646,"{""type"":""Point"",""coordinates"":[-67.479646,-45.864581]}"
10832,3GEN S.A,HIPOLITO YRIGOYEN 396,COMODORO RIVADAVIA,CHUBUT,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,800.0,2024-07-01 00:00:00,2,YPF,-45.864581,-67.479646,"{""type"":""Point"",""coordinates"":[-67.479646,-45.864581]}"
10832,3GEN S.A,HIPOLITO YRIGOYEN 396,COMODORO RIVADAVIA,CHUBUT,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,686.0,2024-03-02 00:00:00,2,YPF,-45.864581,-67.479646,"{""type"":""Point"",""coordinates"":[-67.479646,-45.864581]}"
10832,3GEN S.A,HIPOLITO YRIGOYEN 396,COMODORO RIVADAVIA,CHUBUT,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,686.0,2024-03-02 00:00:00,2,YPF,-45.864581,-67.479646,"{""type"":""Point"",""coordinates"":[-67.479646,-45.864581]}"
10832,3GEN S.A,HIPOLITO YRIGOYEN 396,COMODORO RIVADAVIA,CHUBUT,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,628.0,2024-01-03 09:00:00,2,YPF,-45.864581,-67.479646,"{""type"":""Point"",""coordinates"":[-67.479646,-45.864581]}"
10832,3GEN S.A,HIPOLITO YRIGOYEN 396,COMODORO RIVADAVIA,CHUBUT,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,628.0,2024-01-03 09:00:00,2,YPF,-45.864581,-67.479646,"{""type"":""Point"",""coordinates"":[-67.479646,-45.864581]}"
10832,3GEN S.A,HIPOLITO YRIGOYEN 396,COMODORO RIVADAVIA,CHUBUT,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,498.0,2023-12-13 22:00:00,2,YPF,-45.864581,-67.479646,"{""type"":""Point"",""coordinates"":[-67.479646,-45.864581]}"
10832,3GEN S.A,HIPOLITO YRIGOYEN 396,COMODORO RIVADAVIA,CHUBUT,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,498.0,2023-12-13 22:00:00,2,YPF,-45.864581,-67.479646,"{""type"":""Point"",""coordinates"":[-67.479646,-45.864581]}"
6113,9 DE JULIO SERVICIOS SRL,9 DE JULIO 560,CONCEPCION DEL URUGUAY,ENTRE RIOS,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,858.0,2024-02-01 00:00:00,2,YPF,-32.48409,-58.23017,"{""type"":""Point"",""coordinates"":[-58.23017,-32.48409]}"
6113,9 DE JULIO SERVICIOS SRL,9 DE JULIO 560,CONCEPCION DEL URUGUAY,ENTRE RIOS,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,858.0,2024-02-01 00:00:00,2,YPF,-32.48409,-58.23017,"{""type"":""Point"",""coordinates"":[-58.23017,-32.48409]}"
6113,9 DE JULIO SERVICIOS SRL,9 DE JULIO 560,CONCEPCION DEL URUGUAY,ENTRE RIOS,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,966.0,2024-04-01 00:00:00,2,YPF,-32.48409,-58.23017,"{""type"":""Point"",""coordinates"":[-58.23017,-32.48409]}"
6113,9 DE JULIO SERVICIOS SRL,9 DE JULIO 560,CONCEPCION DEL URUGUAY,ENTRE RIOS,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,966.0,2024-04-01 00:00:00,2,YPF,-32.48409,-58.23017,"{""type"":""Point"",""coordinates"":[-58.23017,-32.48409]}"
6113,9 DE JULIO SERVICIOS SRL,9 DE JULIO 560,CONCEPCION DEL URUGUAY,ENTRE RIOS,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1005.0,2024-05-01 00:00:00,2,YPF,-32.48409,-58.23017,"{""type"":""Point"",""coordinates"":[-58.23017,-32.48409]}"
6113,9 DE JULIO SERVICIOS SRL,9 DE JULIO 560,CONCEPCION DEL URUGUAY,ENTRE RIOS,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1005.0,2024-05-01 00:00:00,2,YPF,-32.48409,-58.23017,"{""type"":""Point"",""coordinates"":[-58.23017,-32.48409]}"
6113,9 DE JULIO SERVICIOS SRL,9 DE JULIO 560,CONCEPCION DEL URUGUAY,ENTRE RIOS,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1046.0,2024-06-01 00:00:00,2,YPF,-32.48409,-58.23017,"{""type"":""Point"",""coordinates"":[-58.23017,-32.48409]}"
6113,9 DE JULIO SERVICIOS SRL,9 DE JULIO 560,CONCEPCION DEL URUGUAY,ENTRE RIOS,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1046.0,2024-06-01 00:00:00,2,YPF,-32.48409,-58.23017,"{""type"":""Point"",""coordinates"":[-58.23017,-32.48409]}"
6113,9 DE JULIO SERVICIOS SRL,9 DE JULIO 560,CONCEPCION DEL URUGUAY,ENTRE RIOS,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1077.0,2024-07-01 00:00:00,2,YPF,-32.48409,-58.23017,"{""type"":""Point"",""coordinates"":[-58.23017,-32.48409]}"
6113,9 DE JULIO SERVICIOS SRL,9 DE JULIO 560,CONCEPCION DEL URUGUAY,ENTRE RIOS,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1077.0,2024-07-01 00:00:00,2,YPF,-32.48409,-58.23017,"{""type"":""Point"",""coordinates"":[-58.23017,-32.48409]}"
6113,9 DE JULIO SERVICIOS SRL,9 DE JULIO 560,CONCEPCION DEL URUGUAY,ENTRE RIOS,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,923.0,2024-03-02 00:00:00,2,YPF,-32.48409,-58.23017,"{""type"":""Point"",""coordinates"":[-58.23017,-32.48409]}"
6113,9 DE JULIO SERVICIOS SRL,9 DE JULIO 560,CONCEPCION DEL URUGUAY,ENTRE RIOS,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,923.0,2024-03-02 00:00:00,2,YPF,-32.48409,-58.23017,"{""type"":""Point"",""coordinates"":[-58.23017,-32.48409]}"
6113,9 DE JULIO SERVICIOS SRL,9 DE JULIO 560,CONCEPCION DEL URUGUAY,ENTRE RIOS,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,806.0,2024-01-03 09:00:00,2,YPF,-32.48409,-58.23017,"{""type"":""Point"",""coordinates"":[-58.23017,-32.48409]}"
6113,9 DE JULIO SERVICIOS SRL,9 DE JULIO 560,CONCEPCION DEL URUGUAY,ENTRE RIOS,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,806.0,2024-01-03 09:00:00,2,YPF,-32.48409,-58.23017,"{""type"":""Point"",""coordinates"":[-58.23017,-32.48409]}"
6113,9 DE JULIO SERVICIOS SRL,9 DE JULIO 560,CONCEPCION DEL URUGUAY,ENTRE RIOS,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,639.0,2023-12-13 22:00:00,2,YPF,-32.48409,-58.23017,"{""type"":""Point"",""coordinates"":[-58.23017,-32.48409]}"
6113,9 DE JULIO SERVICIOS SRL,9 DE JULIO 560,CONCEPCION DEL URUGUAY,ENTRE RIOS,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,639.0,2023-12-13 22:00:00,2,YPF,-32.48409,-58.23017,"{""type"":""Point"",""coordinates"":[-58.23017,-32.48409]}"
7629,ABANILLAS II,Santa Fe 1005,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,825.0,2024-02-01 00:00:00,2,YPF,-34.74571,-58.41872,"{""type"":""Point"",""coordinates"":[-58.41872,-34.74571]}"
7629,ABANILLAS II,Santa Fe 1005,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,825.0,2024-02-01 00:00:00,2,YPF,-34.74571,-58.41872,"{""type"":""Point"",""coordinates"":[-58.41872,-34.74571]}"
7629,ABANILLAS II,Santa Fe 1005,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,929.0,2024-04-01 00:00:00,2,YPF,-34.74571,-58.41872,"{""type"":""Point"",""coordinates"":[-58.41872,-34.74571]}"
7629,ABANILLAS II,Santa Fe 1005,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,929.0,2024-04-01 00:00:00,2,YPF,-34.74571,-58.41872,"{""type"":""Point"",""coordinates"":[-58.41872,-34.74571]}"
7629,ABANILLAS II,Santa Fe 1005,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,966.0,2024-05-01 00:00:00,2,YPF,-34.74571,-58.41872,"{""type"":""Point"",""coordinates"":[-58.41872,-34.74571]}"
7629,ABANILLAS II,Santa Fe 1005,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,966.0,2024-05-01 00:00:00,2,YPF,-34.74571,-58.41872,"{""type"":""Point"",""coordinates"":[-58.41872,-34.74571]}"
7629,ABANILLAS II,Santa Fe 1005,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1021.0,2024-06-01 00:00:00,2,YPF,-34.74571,-58.41872,"{""type"":""Point"",""coordinates"":[-58.41872,-34.74571]}"
7629,ABANILLAS II,Santa Fe 1005,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1021.0,2024-06-01 00:00:00,2,YPF,-34.74571,-58.41872,"{""type"":""Point"",""coordinates"":[-58.41872,-34.74571]}"
7629,ABANILLAS II,Santa Fe 1005,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1053.0,2024-07-01 00:00:00,2,YPF,-34.74571,-58.41872,"{""type"":""Point"",""coordinates"":[-58.41872,-34.74571]}"
7629,ABANILLAS II,Santa Fe 1005,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1053.0,2024-07-01 00:00:00,2,YPF,-34.74571,-58.41872,"{""type"":""Point"",""coordinates"":[-58.41872,-34.74571]}"
7629,ABANILLAS II,Santa Fe 1005,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,887.0,2024-03-02 00:00:00,2,YPF,-34.74571,-58.41872,"{""type"":""Point"",""coordinates"":[-58.41872,-34.74571]}"
7629,ABANILLAS II,Santa Fe 1005,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,887.0,2024-03-02 00:00:00,2,YPF,-34.74571,-58.41872,"{""type"":""Point"",""coordinates"":[-58.41872,-34.74571]}"
7629,ABANILLAS II,Santa Fe 1005,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,775.0,2024-01-03 09:00:00,2,YPF,-34.74571,-58.41872,"{""type"":""Point"",""coordinates"":[-58.41872,-34.74571]}"
7629,ABANILLAS II,Santa Fe 1005,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,775.0,2024-01-03 09:00:00,2,YPF,-34.74571,-58.41872,"{""type"":""Point"",""coordinates"":[-58.41872,-34.74571]}"
7629,ABANILLAS II,Santa Fe 1005,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,981.0,2024-05-03 00:00:00,2,YPF,-34.74571,-58.41872,"{""type"":""Point"",""coordinates"":[-58.41872,-34.74571]}"
7629,ABANILLAS II,Santa Fe 1005,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,981.0,2024-05-03 00:00:00,2,YPF,-34.74571,-58.41872,"{""type"":""Point"",""coordinates"":[-58.41872,-34.74571]}"
7629,ABANILLAS II,Santa Fe 1005,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1022.0,2024-06-04 00:00:00,2,YPF,-34.74571,-58.41872,"{""type"":""Point"",""coordinates"":[-58.41872,-34.74571]}"
7629,ABANILLAS II,Santa Fe 1005,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1022.0,2024-06-04 00:00:00,2,YPF,-34.74571,-58.41872,"{""type"":""Point"",""coordinates"":[-58.41872,-34.74571]}"
7629,ABANILLAS II,Santa Fe 1005,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,614.0,2023-12-13 22:00:00,2,YPF,-34.74571,-58.41872,"{""type"":""Point"",""coordinates"":[-58.41872,-34.74571]}"
7629,ABANILLAS II,Santa Fe 1005,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,614.0,2023-12-13 22:00:00,2,YPF,-34.74571,-58.41872,"{""type"":""Point"",""coordinates"":[-58.41872,-34.74571]}"
1589,ABANILLAS S.A.,Las Heras 1740,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,825.0,2024-02-01 00:00:00,2,YPF,-34.74712,-58.41938,"{""type"":""Point"",""coordinates"":[-58.41938,-34.74712]}"
1589,ABANILLAS S.A.,Las Heras 1740,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,825.0,2024-02-01 00:00:00,2,YPF,-34.74712,-58.41938,"{""type"":""Point"",""coordinates"":[-58.41938,-34.74712]}"
1589,ABANILLAS S.A.,Las Heras 1740,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,929.0,2024-04-01 00:00:00,2,YPF,-34.74712,-58.41938,"{""type"":""Point"",""coordinates"":[-58.41938,-34.74712]}"
1589,ABANILLAS S.A.,Las Heras 1740,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,929.0,2024-04-01 00:00:00,2,YPF,-34.74712,-58.41938,"{""type"":""Point"",""coordinates"":[-58.41938,-34.74712]}"
1589,ABANILLAS S.A.,Las Heras 1740,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,966.0,2024-05-01 00:00:00,2,YPF,-34.74712,-58.41938,"{""type"":""Point"",""coordinates"":[-58.41938,-34.74712]}"
1589,ABANILLAS S.A.,Las Heras 1740,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,966.0,2024-05-01 00:00:00,2,YPF,-34.74712,-58.41938,"{""type"":""Point"",""coordinates"":[-58.41938,-34.74712]}"
1589,ABANILLAS S.A.,Las Heras 1740,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1021.0,2024-06-01 00:00:00,2,YPF,-34.74712,-58.41938,"{""type"":""Point"",""coordinates"":[-58.41938,-34.74712]}"
1589,ABANILLAS S.A.,Las Heras 1740,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1021.0,2024-06-01 00:00:00,2,YPF,-34.74712,-58.41938,"{""type"":""Point"",""coordinates"":[-58.41938,-34.74712]}"
1589,ABANILLAS S.A.,Las Heras 1740,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1053.0,2024-07-01 00:00:00,2,YPF,-34.74712,-58.41938,"{""type"":""Point"",""coordinates"":[-58.41938,-34.74712]}"
1589,ABANILLAS S.A.,Las Heras 1740,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1053.0,2024-07-01 00:00:00,2,YPF,-34.74712,-58.41938,"{""type"":""Point"",""coordinates"":[-58.41938,-34.74712]}"
1589,ABANILLAS S.A.,Las Heras 1740,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,887.0,2024-03-02 00:00:00,2,YPF,-34.74712,-58.41938,"{""type"":""Point"",""coordinates"":[-58.41938,-34.74712]}"
1589,ABANILLAS S.A.,Las Heras 1740,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,887.0,2024-03-02 00:00:00,2,YPF,-34.74712,-58.41938,"{""type"":""Point"",""coordinates"":[-58.41938,-34.74712]}"
1589,ABANILLAS S.A.,Las Heras 1740,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,775.0,2024-01-03 09:00:00,2,YPF,-34.74712,-58.41938,"{""type"":""Point"",""coordinates"":[-58.41938,-34.74712]}"
1589,ABANILLAS S.A.,Las Heras 1740,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,775.0,2024-01-03 09:00:00,2,YPF,-34.74712,-58.41938,"{""type"":""Point"",""coordinates"":[-58.41938,-34.74712]}"
1589,ABANILLAS S.A.,Las Heras 1740,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,981.0,2024-05-03 00:00:00,2,YPF,-34.74712,-58.41938,"{""type"":""Point"",""coordinates"":[-58.41938,-34.74712]}"
1589,ABANILLAS S.A.,Las Heras 1740,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,981.0,2024-05-03 00:00:00,2,YPF,-34.74712,-58.41938,"{""type"":""Point"",""coordinates"":[-58.41938,-34.74712]}"
1589,ABANILLAS S.A.,Las Heras 1740,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1022.0,2024-06-04 00:00:00,2,YPF,-34.74712,-58.41938,"{""type"":""Point"",""coordinates"":[-58.41938,-34.74712]}"
1589,ABANILLAS S.A.,Las Heras 1740,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1022.0,2024-06-04 00:00:00,2,YPF,-34.74712,-58.41938,"{""type"":""Point"",""coordinates"":[-58.41938,-34.74712]}"
1589,ABANILLAS S.A.,Las Heras 1740,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,614.0,2023-12-13 22:00:00,2,YPF,-34.74712,-58.41938,"{""type"":""Point"",""coordinates"":[-58.41938,-34.74712]}"
1589,ABANILLAS S.A.,Las Heras 1740,LOMAS DE ZAMORA,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,614.0,2023-12-13 22:00:00,2,YPF,-34.74712,-58.41938,"{""type"":""Point"",""coordinates"":[-58.41938,-34.74712]}"
1195,ABEL ROBERTO SANTAMARIA,LAVALLE Y ALSINA,MAIPU,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,885.0,2024-02-01 00:00:00,2,YPF,-36.86558,-57.88169,"{""type"":""Point"",""coordinates"":[-57.88169,-36.86558]}"
1195,ABEL ROBERTO SANTAMARIA,LAVALLE Y ALSINA,MAIPU,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,885.0,2024-02-01 00:00:00,2,YPF,-36.86558,-57.88169,"{""type"":""Point"",""coordinates"":[-57.88169,-36.86558]}"
1195,ABEL ROBERTO SANTAMARIA,LAVALLE Y ALSINA,MAIPU,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,997.0,2024-04-01 00:00:00,2,YPF,-36.86558,-57.88169,"{""type"":""Point"",""coordinates"":[-57.88169,-36.86558]}"
1195,ABEL ROBERTO SANTAMARIA,LAVALLE Y ALSINA,MAIPU,BUENOS AIRES,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,997.0,2024-04-01 00:00:00,2,YPF,-36.86558,-57.88169,"{""type"":""Point"",""coordinates"":[-57.88169,-36.86558]}"
